event_id,device_id,test_session_id,event_timestamp,event_type,firmware_version,carrier,network_type,cell_id,rsrp,rsrq,sinr,latency_ms,jitter_ms,packet_loss_pct,download_throughput_mbps,upload_throughput_mbps,registration_time_ms,handover_status,status,battery_level,cpu_usage,memory_usage,app_name,severity,error_code,region
c82040ee-82c4-4dd7-b386-aa2db1fd17a2,DVC-042,TS-1033,2026-06-11 18:05:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,NTN,CELL_111,-69.1,-7.0,22.5,176.1,21.0,0.58,37.7,22.4,100.0,SUCCESS,FAIL,37,69,39,Phone,CRITICAL,ERR-752,US-East
77ffcbb2-1efc-450d-8518-0274c279e8e6,DVC-013,TS-1080,2026-05-29 16:08:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_111,-89.9,-9.9,2.0,1.6,6.0,0.64,169.9,35.9,1665.7,SUCCESS,WARN,64,82,12,Phone,HIGH,ERR-781,US-West
e8eb3362-62bb-4280-a18b-bf2ff862727d,DVC-026,TS-1011,2026-06-01 17:18:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_106,-86.7,-9.5,23.4,48.0,8.7,1.21,217.5,50.3,1400.2,SUCCESS,PASS,45,26,82,Settings,LOW,ERR-170,US-Central
c5aadfa0-33c0-4488-82c9-2a4ce9f5ad5e,DVC-023,TS-1092,2026-06-15 15:41:48.260786,LTE_ATTACH_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_110,-95.4,-10.4,17.3,28.4,3.5,2.58,195.6,12.9,1657.7,SUCCESS,FAIL,42,28,66,Settings,CRITICAL,ERR-324,US-East
3f99ac15-ddb0-48c5-b84b-4407cc4f08bc,DVC-041,TS-1030,2026-06-06 13:28:48.260786,5G_REGISTRATION_SUCCESS,S24_U2_6.1,Verizon,5G,CELL_118,-96.5,-9.8,24.7,46.4,1.0,2.85,160.8,31.0,2280.2,SUCCESS,FAIL,73,20,72,Settings,CRITICAL,ERR-647,US-East
ff88c1a9-ca84-4500-a212-36c1f557ccbe,DVC-011,TS-1100,2026-06-11 11:15:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_105,-86.8,-14.0,21.1,80.1,12.0,0.82,69.0,62.9,2476.2,SUCCESS,PASS,36,45,19,Samsung Health,LOW,ERR-552,US-East
d15259df-fe0f-4161-b0a4-3238b918d746,DVC-027,TS-1018,2026-06-15 12:24:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,NTN,CELL_108,-106.1,-9.4,12.3,177.5,14.5,1.78,50.0,13.1,1300.8,SUCCESS,FAIL,60,44,36,Phone,CRITICAL,ERR-154,US-Central
a5752518-01f7-46e2-b1cb-1879b6f5e4c9,DVC-020,TS-1012,2026-06-04 14:14:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,5G,CELL_120,-88.7,-7.8,9.2,120.0,27.9,2.5,61.4,4.0,1224.8,SUCCESS,FAIL,83,35,79,Samsung Health,HIGH,ERR-182,US-West
27465e0d-f128-4805-8f44-854294cdffe7,DVC-034,TS-1067,2026-06-15 11:34:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_109,-97.2,-9.8,23.0,35.5,1.7,0.0,179.6,56.1,296.8,SUCCESS,PASS,95,63,78,Camera,LOW,ERR-514,US-East
1f9b0d87-4962-414a-b902-b008fb1e8b96,DVC-026,TS-1003,2026-06-14 13:59:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,Verizon,5G,CELL_113,-92.1,-9.5,28.8,79.9,6.2,1.18,180.0,36.7,1132.7,SUCCESS,PASS,26,49,88,Samsung Health,LOW,ERR-534,US-Central
7dbc561d-a73d-4d14-9705-cba00c57c00c,DVC-001,TS-1035,2026-05-22 13:52:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,5G,CELL_101,-103.9,-10.8,3.9,124.7,31.0,2.06,83.0,3.1,931.8,SUCCESS,FAIL,46,48,70,Camera,HIGH,ERR-346,US-East
c78f4a56-7311-4678-bf4c-627ccaec0a39,DVC-007,TS-1081,2026-05-21 17:59:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,NTN,CELL_117,-112.1,-9.1,7.5,151.5,34.5,2.98,67.7,7.9,1294.3,SUCCESS,FAIL,62,56,11,Camera,CRITICAL,ERR-178,US-Central
2375eea3-9936-4633-9e3e-449f89980a41,DVC-014,TS-1013,2026-05-28 17:17:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,LTE,CELL_101,-123.4,-10.2,16.6,93.8,22.8,2.4,67.2,12.8,1192.9,SUCCESS,FAIL,90,75,24,Samsung Health,CRITICAL,ERR-581,US-East
207c0305-50da-4a2b-8dc5-16629edda6dd,DVC-010,TS-1000,2026-06-07 12:44:48.260786,LTE_ATTACH_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_110,-102.9,-12.2,6.0,60.1,3.5,0.6,190.5,40.1,1754.6,SUCCESS,WARN,90,11,80,Phone,HIGH,ERR-903,US-West
aa55c7d7-d884-4485-9ca2-eed0d7c39fb1,DVC-023,TS-1015,2026-05-18 14:48:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,T-Mobile,LTE,CELL_119,-105.6,-10.3,32.1,69.7,14.4,0.98,248.3,65.7,2665.0,SUCCESS,PASS,24,59,87,Settings,LOW,ERR-664,US-East
a240cc96-6c95-49d8-b31d-546a37c3cf84,DVC-023,TS-1038,2026-06-08 16:08:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_113,-104.9,-7.9,16.9,174.0,33.7,0.72,14.4,4.7,2042.7,SUCCESS,FAIL,29,10,71,Camera,CRITICAL,ERR-322,US-East
8a156235-bcc7-4582-b2dc-ab1e87f7674c,DVC-013,TS-1064,2026-06-11 16:04:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,NTN,CELL_108,-102.7,-9.5,12.4,193.8,14.5,1.56,236.5,46.9,1520.7,SUCCESS,FAIL,23,11,48,Camera,CRITICAL,ERR-856,US-West
c301fa71-c064-4bba-b7c6-5c934228b30d,DVC-028,TS-1070,2026-05-29 12:21:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_103,-89.7,-9.6,23.8,159.4,17.3,2.67,59.2,9.6,1005.0,SUCCESS,FAIL,20,51,12,Camera,CRITICAL,ERR-879,US-East
f1469671-e718-4eee-a7b9-50cfb3372138,DVC-018,TS-1042,2026-06-11 14:38:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_105,-106.6,-15.5,17.6,156.5,31.9,0.84,71.6,22.8,1031.2,SUCCESS,FAIL,49,85,57,Samsung Health,CRITICAL,ERR-609,US-Central
8ca6f947-5820-4599-8472-f502387a87ff,DVC-033,TS-1047,2026-05-22 17:01:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_114,-91.6,-10.3,13.5,25.3,11.5,1.9,238.2,47.0,931.8,SUCCESS,PASS,79,69,28,Camera,LOW,ERR-466,US-East
ecd925b6-7e09-4bce-9a66-55a198b01517,DVC-005,TS-1085,2026-05-24 13:59:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,Verizon,5G,CELL_102,-75.5,-11.5,18.0,40.4,10.1,0.23,109.5,35.9,863.7,SUCCESS,PASS,47,22,72,Phone,LOW,ERR-414,US-East
5cb895ae-7fd1-4274-a9ae-d1b748510868,DVC-015,TS-1005,2026-05-28 12:11:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,5G,CELL_114,-87.4,-13.0,14.5,132.8,34.6,2.73,24.9,13.9,1277.5,SUCCESS,FAIL,74,42,27,Camera,CRITICAL,ERR-556,US-Central
0e3f2c47-a78c-429f-81e8-2d2a60e8704f,DVC-042,TS-1077,2026-05-22 16:11:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,LTE,CELL_114,-106.9,-7.0,9.5,115.8,14.9,2.73,44.5,13.6,1338.9,SUCCESS,FAIL,23,43,76,Samsung Health,CRITICAL,ERR-502,US-East
d1bb5016-52c5-40d7-939b-0aa025efe41a,DVC-038,TS-1040,2026-06-09 15:56:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_111,-101.0,-8.4,30.3,88.4,32.8,1.99,45.9,23.9,1392.9,SUCCESS,FAIL,72,67,17,Settings,HIGH,ERR-612,US-Central
094688a9-69f3-4ed9-a93a-e424c7e28d25,DVC-039,TS-1090,2026-05-28 15:23:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,NTN,CELL_106,-83.1,-6.8,29.5,101.0,21.3,2.59,46.4,6.7,2356.6,SUCCESS,FAIL,38,71,23,Camera,HIGH,ERR-879,US-Central
9f42065f-ec93-4d68-abdd-0527b109ad15,DVC-005,TS-1026,2026-06-15 16:34:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,NTN,CELL_106,-119.7,-14.9,21.3,137.7,17.4,1.44,85.2,21.2,923.0,SUCCESS,FAIL,43,13,33,Settings,HIGH,ERR-682,US-East
8ce3786c-6b99-4077-8dce-4b9ad401185d,DVC-036,TS-1027,2026-06-08 16:24:48.260786,DEVICE_BOOT,S24_U1_6.1,AT&T,LTE,CELL_113,-72.8,-11.2,18.1,50.0,8.4,1.61,214.0,48.0,1122.8,SUCCESS,PASS,44,67,15,Phone,LOW,ERR-801,US-East
75eb04aa-fff7-4386-9d52-b1741648bb62,DVC-001,TS-1096,2026-05-24 14:18:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,NTN,CELL_109,-106.4,-8.3,17.9,177.9,33.1,0.51,27.8,14.9,233.5,SUCCESS,FAIL,27,30,54,Samsung Health,CRITICAL,ERR-846,US-East
e33ae116-63ac-44d3-a570-a5198c567a30,DVC-040,TS-1007,2026-05-22 11:45:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,5G,CELL_114,-103.1,-9.2,27.4,169.5,14.7,1.47,37.8,3.1,1134.9,SUCCESS,FAIL,73,67,60,Phone,CRITICAL,ERR-943,US-East
cf828d32-0938-4855-9592-d204bc651603,DVC-011,TS-1095,2026-06-07 15:29:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,Verizon,NTN,CELL_112,-79.2,-10.6,16.9,156.4,7.3,0.71,165.9,21.6,713.1,SUCCESS,FAIL,72,12,31,Camera,CRITICAL,ERR-658,US-East
77864064-8db2-4332-bf5f-0e10050b6093,DVC-001,TS-1044,2026-06-18 13:01:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,NTN,CELL_108,-97.9,-9.6,19.9,83.3,18.0,1.93,12.8,7.2,2247.9,SUCCESS,FAIL,46,32,10,Messages,HIGH,ERR-350,US-East
d29c9ce3-afd2-40b2-98af-ada5ffb066dc,DVC-023,TS-1051,2026-06-16 11:58:48.260786,DEVICE_BOOT,S23_U5_6.0,Verizon,5G,CELL_117,-106.5,-4.9,27.0,67.6,6.4,0.0,153.8,79.9,1136.1,SUCCESS,PASS,90,81,46,Messages,LOW,ERR-738,US-East
307f63f3-c39e-487a-8bfe-e7adb175deab,DVC-013,TS-1011,2026-06-15 14:25:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_119,-97.9,-8.2,12.3,133.8,26.8,0.81,76.5,20.1,2015.9,SUCCESS,FAIL,27,66,52,Samsung Health,CRITICAL,ERR-502,US-West
e2b943f2-8142-4c52-927d-f74ee99e2546,DVC-021,TS-1075,2026-06-06 14:10:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,NTN,CELL_106,-88.4,-8.5,13.3,157.5,18.2,0.73,26.3,12.3,1691.4,SUCCESS,FAIL,70,67,19,Messages,HIGH,ERR-202,US-East
d3ab367a-9b30-4cf0-abb3-b5c495aeedf4,DVC-031,TS-1018,2026-05-22 17:01:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,T-Mobile,5G,CELL_101,-101.6,-6.8,15.6,83.5,14.4,0.25,128.7,13.3,2058.0,SUCCESS,PASS,99,64,25,Settings,LOW,ERR-928,US-East
26d84168-ee2b-45e9-a806-579f478ebdce,DVC-050,TS-1045,2026-06-05 14:49:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,Verizon,5G,CELL_111,-95.8,-13.7,16.3,105.6,7.7,1.32,173.0,38.1,769.5,SUCCESS,PASS,32,44,36,Messages,LOW,ERR-202,US-West
8dd14b7d-2e8f-4328-81b6-668f5f941e2b,DVC-038,TS-1080,2026-06-09 12:10:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,LTE,CELL_111,-117.2,-13.2,17.2,154.1,31.8,0.88,17.5,14.5,1104.9,SUCCESS,FAIL,89,24,85,Messages,CRITICAL,ERR-853,US-Central
2eb8c585-29a6-4644-9aa4-0f7383f41457,DVC-001,TS-1021,2026-06-02 13:34:48.260786,5G_REGISTRATION_SUCCESS,S24_U2_6.1,T-Mobile,5G,CELL_115,-106.8,-9.9,2.1,26.2,12.9,0.0,6.3,14.0,957.1,SUCCESS,WARN,89,47,65,Phone,HIGH,ERR-158,US-East
7ce18c0a-6ae8-4168-b966-d6f169aaf4a5,DVC-034,TS-1022,2026-06-10 17:40:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,T-Mobile,5G,CELL_117,-92.7,-8.3,28.7,75.4,14.1,0.41,75.3,24.8,1284.8,SUCCESS,PASS,54,60,71,Messages,LOW,ERR-774,US-East
afd9e6ee-7265-4e5f-85d1-be8855ce70b5,DVC-038,TS-1057,2026-06-16 15:02:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_118,-90.4,-16.0,17.8,133.3,20.1,2.49,84.7,11.3,606.7,SUCCESS,FAIL,72,34,85,Phone,CRITICAL,ERR-284,US-Central
1509cf14-5d9b-428a-ada6-9a4d87e7e1b6,DVC-042,TS-1056,2026-05-25 15:12:48.260786,DEVICE_BOOT,S24_U1_6.1,Verizon,LTE,CELL_105,-78.7,-10.9,26.9,18.4,4.1,0.0,117.2,15.3,1897.3,SUCCESS,PASS,72,61,10,Phone,LOW,ERR-950,US-East
159c46aa-8db6-44c2-b856-0b4007ad46e9,DVC-022,TS-1075,2026-05-29 16:19:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,NTN,CELL_113,-89.6,-6.9,17.6,100.1,26.2,0.84,33.8,12.7,798.5,SUCCESS,FAIL,20,15,63,Camera,HIGH,ERR-641,US-West
1a375fef-012d-497a-b137-5cf62711a8c4,DVC-010,TS-1090,2026-05-28 16:24:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_112,-99.1,-15.5,27.3,54.5,1.0,2.85,244.5,58.7,765.2,SUCCESS,FAIL,21,11,83,Phone,HIGH,ERR-333,US-West
aa2b3988-f40e-408e-b0a4-1c38a653e464,DVC-030,TS-1033,2026-05-20 16:59:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_103,-101.0,-9.2,18.6,67.0,16.3,0.62,187.9,35.4,536.8,SUCCESS,PASS,75,48,27,Messages,LOW,ERR-832,US-Central
36e045a1-cd47-4b3e-bc06-b8318ea212a6,DVC-007,TS-1088,2026-05-22 11:19:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,AT&T,5G,CELL_109,-111.6,-13.2,20.0,41.5,4.7,0.0,311.1,71.3,582.4,SUCCESS,WARN,97,47,33,Samsung Health,CRITICAL,ERR-146,US-Central
8edcc98a-4554-49d6-ac5f-a333b3f164a7,DVC-018,TS-1021,2026-05-29 12:28:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,5G,CELL_109,-82.7,-7.8,21.0,96.9,24.9,1.61,31.3,8.1,1143.5,SUCCESS,FAIL,64,64,52,Messages,CRITICAL,ERR-613,US-Central
2908996d-9b81-407c-a5bd-e7cbc8cb0d98,DVC-025,TS-1000,2026-06-11 13:17:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,NTN,CELL_111,-98.3,-11.6,22.5,148.8,16.0,1.79,68.7,8.1,1582.8,SUCCESS,FAIL,49,74,53,Phone,HIGH,ERR-593,US-Central
82895ddd-da79-4c96-b7de-fff247ee7b69,DVC-048,TS-1035,2026-05-31 11:24:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_115,-93.0,-4.8,7.4,128.9,26.9,1.53,17.5,7.1,1109.6,SUCCESS,FAIL,26,60,58,Camera,CRITICAL,ERR-655,US-Central
faadfafc-66f2-4f14-99a3-b09a95afab94,DVC-049,TS-1047,2026-06-15 16:23:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,T-Mobile,5G,CELL_110,-98.4,-5.4,9.7,89.7,14.0,0.83,108.8,83.3,611.0,SUCCESS,WARN,31,76,57,Samsung Health,HIGH,ERR-864,US-West
b3627a87-968e-43cd-a9ac-d8ceaa891bb8,DVC-039,TS-1029,2026-06-01 17:06:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,LTE,CELL_108,-100.3,-13.7,27.3,177.6,20.4,2.38,44.3,9.8,1087.2,SUCCESS,FAIL,76,44,64,Samsung Health,HIGH,ERR-621,US-Central
5f52e2ec-fd28-4124-b8e2-208cc86435a7,DVC-016,TS-1053,2026-06-07 16:49:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_116,-95.9,-8.7,30.5,11.5,9.3,1.63,130.3,66.5,1936.0,SUCCESS,PASS,93,45,20,Samsung Health,LOW,ERR-116,US-East
6fe499a9-49e7-483f-a5c5-0df1f1bba90a,DVC-050,TS-1094,2026-06-03 16:28:48.260786,MODEM_RESET,S24_U2_6.1,T-Mobile,NTN,CELL_111,-91.0,-5.0,12.3,131.5,26.2,2.62,70.5,24.7,829.8,SUCCESS,FAIL,22,48,83,Messages,HIGH,ERR-242,US-West
eafaed3f-51b0-43ee-a5c5-30740252236f,DVC-008,TS-1060,2026-06-08 12:42:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,5G,CELL_119,-74.3,-14.1,23.1,163.9,29.5,1.51,23.0,23.4,1424.5,SUCCESS,FAIL,94,32,75,Samsung Health,HIGH,ERR-182,US-East
93603d5c-31c8-4047-ae53-995c2f376459,DVC-044,TS-1026,2026-06-02 13:42:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,LTE,CELL_119,-84.4,-6.2,29.7,162.2,19.1,1.16,42.4,8.7,1854.2,SUCCESS,FAIL,88,40,21,Messages,HIGH,ERR-434,US-West
cc5300c9-3d0a-420d-b425-cc23cebce37b,DVC-020,TS-1029,2026-06-09 13:14:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,NTN,CELL_117,-102.0,-11.0,29.8,133.9,16.4,1.42,89.7,14.2,1951.3,SUCCESS,FAIL,55,41,16,Messages,CRITICAL,ERR-901,US-West
179a9015-a00a-4d0a-b397-7e3a42920c43,DVC-045,TS-1098,2026-06-02 11:41:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,LTE,CELL_105,-84.6,-7.8,18.5,132.8,31.9,2.4,83.7,4.4,2138.0,SUCCESS,FAIL,85,21,52,Camera,CRITICAL,ERR-304,US-Central
fbb71009-4ba5-4315-a7f5-2045c8e9135a,DVC-029,TS-1070,2026-05-19 17:16:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,5G,CELL_110,-78.7,-12.2,21.1,166.6,31.8,1.64,42.2,14.2,1368.5,SUCCESS,FAIL,58,77,51,Camera,CRITICAL,ERR-776,US-West
9d632a79-ac4e-40c4-a402-76b1153552a8,DVC-002,TS-1014,2026-06-08 17:28:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,NTN,CELL_116,-87.7,-10.6,12.0,199.8,11.5,1.24,344.6,45.6,822.5,SUCCESS,FAIL,71,60,26,Camera,CRITICAL,ERR-670,US-East
ceacbc8f-cea3-4185-9890-dfaf3f375be8,DVC-003,TS-1000,2026-06-06 13:36:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_106,-112.6,-5.3,22.1,112.6,25.7,2.08,24.7,7.8,1673.3,SUCCESS,FAIL,21,47,28,Phone,CRITICAL,ERR-266,US-Central
5f2b3ca6-1951-407f-a427-9a97d9316668,DVC-043,TS-1031,2026-06-06 13:44:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,5G,CELL_111,-71.9,-6.3,25.5,150.4,17.7,1.44,70.9,2.0,286.1,SUCCESS,FAIL,37,49,15,Phone,CRITICAL,ERR-463,US-Central
1e8f1a00-5d16-45cd-8a92-b9746d9d2c3b,DVC-015,TS-1063,2026-06-04 12:12:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_117,-82.6,-11.7,5.8,150.2,31.3,2.75,53.7,4.7,1806.0,SUCCESS,FAIL,67,45,61,Settings,CRITICAL,ERR-255,US-Central
ec8a0e8f-97ab-4c10-b765-89cb2a115a7a,DVC-013,TS-1077,2026-05-19 16:32:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,5G,CELL_113,-89.3,-13.8,11.9,165.5,27.3,0.94,69.9,23.9,1839.1,SUCCESS,FAIL,43,31,62,Samsung Health,HIGH,ERR-734,US-West
2c6edcab-f0e3-4e35-ade7-004118434f91,DVC-009,TS-1075,2026-05-20 17:06:48.260786,DEVICE_BOOT,S23_U5_6.0,AT&T,5G,CELL_120,-123.7,-12.8,15.0,63.6,11.4,0.0,120.3,65.9,680.5,SUCCESS,WARN,90,41,37,Phone,HIGH,ERR-869,US-East
35624717-5cda-4893-a562-95458dd66b39,DVC-036,TS-1097,2026-06-03 16:52:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,NTN,CELL_103,-111.5,-9.9,9.5,169.5,30.7,0.74,26.0,14.1,100.0,SUCCESS,FAIL,39,26,61,Camera,HIGH,ERR-130,US-East
c7f6f884-4060-4961-b991-25e17d322f36,DVC-001,TS-1038,2026-05-20 11:49:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_101,-98.5,-12.2,2.7,146.1,31.6,2.68,68.5,15.0,248.3,SUCCESS,FAIL,46,76,83,Settings,HIGH,ERR-429,US-East
d2b5a17b-89ec-4656-9418-4312eeff9412,DVC-010,TS-1003,2026-05-22 13:44:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,5G,CELL_116,-104.7,-12.1,13.1,142.1,28.3,0.88,51.5,7.4,1173.7,SUCCESS,FAIL,74,64,87,Camera,HIGH,ERR-737,US-West
abf6c3ef-ee17-42e9-a574-d5211a170efa,DVC-017,TS-1052,2026-05-22 17:59:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,5G,CELL_117,-93.3,-8.9,2.4,88.5,27.2,1.12,84.8,12.3,938.8,SUCCESS,FAIL,75,83,52,Settings,CRITICAL,ERR-256,US-Central
1d68a6b2-351e-4801-8c36-ab31fd7d90dc,DVC-049,TS-1082,2026-06-18 12:25:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,NTN,CELL_103,-94.2,-10.3,18.2,141.9,31.6,0.74,14.1,13.3,1554.0,SUCCESS,FAIL,83,54,17,Messages,HIGH,ERR-529,US-West
a955ca27-22ba-44c4-b476-645afbc48033,DVC-006,TS-1035,2026-06-17 13:16:48.260786,MODEM_RESET,S24_U2_6.1,T-Mobile,LTE,CELL_110,-91.5,-11.9,5.5,126.0,16.4,2.33,74.8,21.6,1161.4,SUCCESS,FAIL,90,87,10,Phone,CRITICAL,ERR-605,US-East
98f313ef-eca0-44df-afc2-e89e5314ad8b,DVC-028,TS-1088,2026-06-01 12:15:48.260786,DEVICE_BOOT,S23_U5_6.0,T-Mobile,NTN,CELL_112,-93.4,-12.6,34.9,201.4,15.6,0.85,156.1,49.1,1210.2,SUCCESS,FAIL,31,71,40,Messages,HIGH,ERR-984,US-East
