event_id,device_id,test_session_id,event_timestamp,event_type,firmware_version,carrier,network_type,cell_id,rsrp,rsrq,sinr,latency_ms,jitter_ms,packet_loss_pct,download_throughput_mbps,upload_throughput_mbps,registration_time_ms,handover_status,status,battery_level,cpu_usage,memory_usage,app_name,severity,error_code,region
c7c107b4-a5b2-45a4-8f21-bcd3a5ef3c44,DVC-031,TS-1043,2026-05-21 13:07:48.314149,NTN_REGISTRATION_SUCCESS,S24_U1_6.1,T-Mobile,NTN,CELL_111,-115.7,-9.9,7.5,163.5,41.1,4.35,52.0,6.0,1747.0,SUCCESS,FAIL,78,66,58,Samsung Health,HIGH,ERR-696,US-East
33541d61-cdd3-43da-8750-720c4d930e57,DVC-037,TS-1086,2026-06-03 12:55:48.314149,CALL_DROP,S24_U2_6.1,AT&T,NTN,CELL_103,-117.5,-9.0,6.3,236.0,22.2,6.22,4.3,11.5,100.0,SUCCESS,FAIL,64,22,89,Samsung Health,HIGH,ERR-489,US-East
d7df04a6-7425-42a0-aeed-0995330aec8d,DVC-047,TS-1096,2026-05-22 14:10:48.314149,CALL_DROP,S23_U5_6.0,T-Mobile,LTE,CELL_119,-115.8,-12.8,8.2,240.2,27.7,6.78,62.6,2.6,171.1,SUCCESS,FAIL,22,65,33,Samsung Health,HIGH,ERR-852,US-Central
9dc997f7-5918-42e5-874c-af075e15e664,DVC-049,TS-1088,2026-06-10 11:33:48.314149,HANDOVER_FAILURE,S23_U5_6.0,AT&T,NTN,CELL_116,-112.6,-13.5,4.4,148.0,52.3,3.63,22.2,8.4,1709.6,FAILED,FAIL,76,88,90,Messages,HIGH,ERR-391,US-West
42286999-9968-41a4-b7a4-d67509182df3,DVC-032,TS-1013,2026-05-22 11:34:48.314149,5G_REGISTRATION_SUCCESS,S24_U2_6.1,T-Mobile,5G,CELL_106,-119.5,-9.6,6.8,222.1,39.9,2.63,58.4,11.9,1785.4,SUCCESS,FAIL,91,85,15,Samsung Health,CRITICAL,ERR-419,US-West
a2efab6a-7500-4ee1-8e80-61635f760df3,DVC-023,TS-1033,2026-05-22 16:37:48.314149,HANDOVER_SUCCESS,S24_U2_6.1,Verizon,5G,CELL_114,-105.6,-8.2,5.5,176.3,29.2,3.91,11.0,8.5,100.0,SUCCESS,FAIL,63,33,26,Phone,CRITICAL,ERR-510,US-East
0258f637-9cbd-4e85-9354-42f9aaa7b8f8,DVC-040,TS-1062,2026-05-31 17:18:48.314149,HANDOVER_FAILURE,S24_U2_6.1,AT&T,LTE,CELL_114,-110.7,-8.8,4.9,207.6,32.9,7.37,23.0,6.7,1108.7,FAILED,FAIL,59,78,68,Samsung Health,HIGH,ERR-405,US-East
2152fabf-0649-419d-b9ad-4a85530ad36b,DVC-008,TS-1084,2026-05-21 14:36:48.314149,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,LTE,CELL_112,-119.7,-13.2,4.3,137.8,52.7,6.92,44.7,3.0,273.4,SUCCESS,FAIL,51,49,23,Settings,HIGH,ERR-534,US-East
881277db-1ef4-4219-a795-1734537cc124,DVC-045,TS-1036,2026-05-22 12:23:48.314149,NETWORK_LOST,S23_U5_6.0,AT&T,5G,CELL_101,-106.0,-7.5,7.7,236.0,39.3,6.09,75.4,6.3,397.8,SUCCESS,FAIL,32,27,68,Settings,CRITICAL,ERR-175,US-Central
bfcdfc25-89c9-4a02-80e2-abed09c55110,DVC-009,TS-1021,2026-05-21 15:31:48.314149,NETWORK_LOST,S23_U5_6.0,AT&T,NTN,CELL_102,-111.7,-15.9,10.5,122.0,40.1,6.11,5.2,14.6,756.8,SUCCESS,FAIL,71,43,22,Samsung Health,HIGH,ERR-732,US-East
a4c60904-33bc-4bfe-9003-5d6c05c23b1e,DVC-049,TS-1085,2026-05-27 13:16:48.314149,HANDOVER_FAILURE,S24_U1_6.1,T-Mobile,NTN,CELL_117,-112.1,-12.1,5.5,178.8,59.6,2.74,4.0,1.1,100.0,FAILED,FAIL,90,75,11,Camera,HIGH,ERR-815,US-West
733cb9f5-81c9-443b-99f4-05b22b0deab9,DVC-016,TS-1073,2026-06-01 17:16:48.314149,LTE_ATTACH_SUCCESS,S23_U5_6.0,AT&T,LTE,CELL_106,-105.6,-12.9,11.0,121.4,21.0,7.92,44.8,16.3,914.9,SUCCESS,FAIL,41,36,85,Settings,CRITICAL,ERR-487,US-East
9ebe45a0-0d9d-4a30-a63d-1ee2ec76bcea,DVC-042,TS-1042,2026-05-26 13:29:48.314149,HANDOVER_FAILURE,S23_U5_6.0,Verizon,5G,CELL_108,-110.1,-13.7,9.5,217.2,30.9,7.02,14.9,10.5,891.2,FAILED,FAIL,59,84,31,Settings,HIGH,ERR-305,US-East
df729eff-7271-4c9b-bf46-7ccd68d67875,DVC-036,TS-1082,2026-06-03 11:48:48.314149,CALL_DROP,S23_U5_6.0,T-Mobile,NTN,CELL_120,-106.7,-10.3,6.5,183.8,58.6,7.41,53.0,5.5,1640.7,SUCCESS,FAIL,32,65,20,Samsung Health,HIGH,ERR-127,US-East
d010582f-5f2a-4997-9916-63795f07e19f,DVC-023,TS-1035,2026-05-29 14:08:48.314149,HANDOVER_FAILURE,S24_U2_6.1,T-Mobile,5G,CELL_109,-111.0,-11.6,2.6,185.5,31.8,6.12,53.2,4.2,701.9,FAILED,FAIL,89,20,19,Samsung Health,HIGH,ERR-730,US-East
ab2742d4-ac12-4d18-b20b-540de0dc6adb,DVC-008,TS-1002,2026-05-26 15:57:48.314149,HANDOVER_FAILURE,S24_U1_6.1,Verizon,NTN,CELL_118,-105.6,-13.7,6.7,175.7,48.9,7.12,78.5,9.4,739.5,FAILED,FAIL,22,55,68,Camera,HIGH,ERR-182,US-East
fd378bb1-5382-4852-b31b-8d010196c005,DVC-037,TS-1043,2026-06-18 12:49:48.314149,NETWORK_LOST,S23_U5_6.0,AT&T,LTE,CELL_118,-110.5,-12.3,6.5,218.3,41.0,4.83,49.2,1.2,1012.0,SUCCESS,FAIL,34,26,37,Settings,HIGH,ERR-977,US-East
2f6f8341-3bd7-44f0-a4d8-b32d50d90994,DVC-010,TS-1088,2026-06-07 11:50:48.314149,HANDOVER_SUCCESS,S24_U2_6.1,Verizon,5G,CELL_106,-110.3,-10.8,10.1,163.2,29.3,4.84,50.9,7.1,638.9,SUCCESS,FAIL,56,78,71,Settings,CRITICAL,ERR-395,US-West
0b9ecda1-ec05-4fd0-8953-61f17ca2bfd2,DVC-030,TS-1020,2026-06-04 14:28:48.314149,HANDOVER_FAILURE,S24_U1_6.1,Verizon,NTN,CELL_101,-113.7,-8.3,7.6,214.5,39.2,7.01,71.5,3.3,1418.0,FAILED,FAIL,60,82,71,Phone,HIGH,ERR-567,US-Central
b3890038-83e3-4797-a2e0-62dc91c6df9e,DVC-016,TS-1067,2026-06-12 11:55:48.314149,HANDOVER_SUCCESS,S24_U1_6.1,AT&T,NTN,CELL_113,-112.0,-8.6,10.5,242.8,33.1,6.49,35.8,7.5,1641.7,SUCCESS,FAIL,59,75,70,Camera,CRITICAL,ERR-329,US-East
adf07827-a7f5-486f-b9d8-3c1695affb4f,DVC-003,TS-1097,2026-05-29 15:32:48.314149,LTE_ATTACH_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_116,-113.8,-12.1,4.6,136.6,47.4,4.55,28.3,13.7,1687.0,SUCCESS,FAIL,25,64,87,Phone,HIGH,ERR-764,US-Central
8189627f-0f18-4072-b5bd-5842bf4524be,DVC-007,TS-1059,2026-06-05 16:48:48.314149,NETWORK_LOST,S23_U5_6.0,T-Mobile,LTE,CELL_103,-111.7,-7.3,10.5,213.1,28.3,7.62,14.7,2.3,1060.0,SUCCESS,FAIL,30,76,10,Camera,CRITICAL,ERR-830,US-Central
af9f009d-6a71-4c46-a573-0d56dc9e0f20,DVC-045,TS-1089,2026-05-28 12:19:48.314149,HANDOVER_FAILURE,S23_U5_6.0,T-Mobile,5G,CELL_118,-114.5,-6.1,8.9,185.8,60.0,3.63,52.0,14.2,1626.4,FAILED,FAIL,94,37,74,Settings,CRITICAL,ERR-183,US-Central
5962faed-a302-4221-b710-8cfaf8d4134d,DVC-026,TS-1041,2026-06-16 17:49:48.314149,CALL_DROP,S24_U1_6.1,Verizon,NTN,CELL_103,-114.5,-13.3,4.9,221.6,56.0,4.96,46.5,1.6,1438.2,SUCCESS,FAIL,37,63,12,Phone,HIGH,ERR-426,US-Central
1810ff52-8be2-4a0c-846f-47b164e1468a,DVC-045,TS-1100,2026-05-23 11:58:48.314149,NETWORK_LOST,S23_U5_6.0,AT&T,LTE,CELL_108,-120.3,-11.4,3.5,192.2,27.5,5.23,21.6,15.7,345.0,SUCCESS,FAIL,64,84,49,Camera,HIGH,ERR-275,US-Central
b4bd1f18-e7c5-4bca-811d-9f225f1e68a9,DVC-048,TS-1100,2026-05-28 17:52:48.314149,HANDOVER_SUCCESS,S24_U2_6.1,T-Mobile,5G,CELL_120,-120.6,-9.1,2.9,173.6,25.5,6.35,23.8,4.5,2134.4,SUCCESS,FAIL,36,75,62,Messages,HIGH,ERR-237,US-Central
16d66658-c2fb-471f-bf93-ab0826af5042,DVC-032,TS-1031,2026-05-21 16:23:48.314149,CALL_DROP,S23_U5_6.0,Verizon,LTE,CELL_112,-117.1,-15.6,3.9,215.2,18.1,6.07,77.4,13.7,338.8,SUCCESS,FAIL,70,45,19,Settings,HIGH,ERR-753,US-West
6afcf9b7-acd6-4249-b741-e77219545d2d,DVC-012,TS-1068,2026-06-17 16:09:48.314149,CALL_DROP,S24_U2_6.1,T-Mobile,NTN,CELL_106,-106.6,-9.0,2.9,138.3,26.3,4.6,42.1,1.7,455.2,SUCCESS,FAIL,69,16,28,Messages,CRITICAL,ERR-441,US-East
b866a457-58bc-47e1-b88b-ef810cf0c2df,DVC-019,TS-1006,2026-05-26 14:04:48.314149,CALL_DROP,S23_U5_6.0,Verizon,LTE,CELL_116,-121.9,-5.6,5.3,194.3,43.4,5.1,68.1,3.8,2025.8,SUCCESS,FAIL,24,57,63,Samsung Health,CRITICAL,ERR-913,US-East
838df721-12bf-4c18-ba0b-b64584b283ff,DVC-043,TS-1025,2026-06-17 15:32:48.314149,HANDOVER_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_101,-114.1,-9.8,6.8,174.5,41.5,2.74,29.6,7.1,1948.5,SUCCESS,FAIL,78,89,26,Settings,HIGH,ERR-744,US-Central
8f3d9ec3-04eb-4eb5-b8a7-f091297f84d5,DVC-025,TS-1095,2026-05-18 15:23:48.314149,LTE_ATTACH_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_105,-108.2,-8.2,7.7,224.7,45.1,4.28,74.9,15.7,1343.3,SUCCESS,FAIL,40,35,31,Phone,CRITICAL,ERR-286,US-Central
f386fc36-d9a2-4fc0-9d34-f16f9ee5e943,DVC-003,TS-1006,2026-05-30 14:51:48.314149,HANDOVER_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_118,-115.1,-8.7,4.2,202.8,50.0,6.88,10.0,6.1,1888.6,SUCCESS,FAIL,70,23,27,Messages,HIGH,ERR-321,US-Central
c9c2b32a-792b-493d-bdc1-1270849bb018,DVC-011,TS-1033,2026-05-26 13:52:48.314149,CALL_DROP,S23_U5_6.0,T-Mobile,LTE,CELL_108,-119.6,-14.2,8.3,122.1,22.1,3.21,43.5,11.3,1631.1,SUCCESS,FAIL,62,17,85,Settings,HIGH,ERR-680,US-East
ae644add-4852-4b07-97c3-75f34d94d134,DVC-007,TS-1058,2026-05-26 12:17:48.314149,NETWORK_LOST,S23_U5_6.0,Verizon,5G,CELL_112,-112.6,-16.4,5.7,188.3,33.8,2.81,62.1,13.8,2161.8,SUCCESS,FAIL,47,58,18,Phone,CRITICAL,ERR-103,US-Central
ab56d836-7f34-431c-bfb6-f74aeef18c80,DVC-036,TS-1090,2026-05-19 17:10:48.314149,NTN_REGISTRATION_SUCCESS,S24_U2_6.1,T-Mobile,NTN,CELL_115,-114.4,-6.0,6.4,250.6,50.8,4.86,48.3,6.0,183.8,SUCCESS,FAIL,45,79,33,Phone,CRITICAL,ERR-298,US-East
650bfe3e-6c16-4c02-a837-0df26a3b0991,DVC-033,TS-1098,2026-05-23 17:17:48.314149,5G_REGISTRATION_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_110,-105.3,-5.3,3.6,142.9,32.2,7.97,32.6,9.3,1550.9,SUCCESS,FAIL,25,22,45,Phone,HIGH,ERR-176,US-East
0cd8faf7-ffcb-48ba-ba5b-0fefcebc418b,DVC-011,TS-1014,2026-06-05 14:23:48.314149,HANDOVER_FAILURE,S24_U2_6.1,Verizon,LTE,CELL_107,-121.4,-12.8,5.7,141.9,58.5,6.3,18.1,17.2,1807.9,FAILED,FAIL,63,80,39,Messages,CRITICAL,ERR-832,US-East
c6f24151-8c5b-4ec8-b299-27fb1ef4e1b2,DVC-034,TS-1023,2026-05-30 12:46:48.314149,HANDOVER_FAILURE,S23_U5_6.0,T-Mobile,NTN,CELL_107,-113.3,-4.3,7.1,128.3,47.4,3.52,65.3,9.1,836.7,FAILED,FAIL,21,10,71,Camera,HIGH,ERR-672,US-East
353e9032-97bd-41a8-9221-b12942f7ce46,DVC-027,TS-1058,2026-05-31 17:59:48.314149,NETWORK_LOST,S23_U5_6.0,Verizon,NTN,CELL_101,-115.4,-4.7,7.8,241.7,19.7,6.01,32.3,3.3,1817.1,SUCCESS,FAIL,42,52,26,Phone,HIGH,ERR-922,US-Central
6b860951-2226-48fb-b961-5816e6cf65ea,DVC-041,TS-1094,2026-05-22 12:14:48.314149,CALL_DROP,S24_U2_6.1,AT&T,NTN,CELL_119,-110.1,-10.0,6.0,245.5,39.3,6.82,74.9,15.1,1418.6,SUCCESS,FAIL,71,48,71,Camera,HIGH,ERR-354,US-East
5ff82a69-0bd8-4883-aa6d-504c5cbc07a7,DVC-013,TS-1061,2026-06-13 16:00:48.314149,HANDOVER_FAILURE,S24_U1_6.1,AT&T,LTE,CELL_112,-116.7,-15.0,4.0,241.6,47.2,7.48,67.8,17.9,2042.7,FAILED,FAIL,39,44,34,Camera,HIGH,ERR-144,US-West
22c6b337-7214-465e-835f-69c949c413f1,DVC-039,TS-1055,2026-06-04 14:48:48.314149,LTE_ATTACH_SUCCESS,S24_U2_6.1,T-Mobile,LTE,CELL_113,-104.2,-6.5,3.5,240.4,34.9,5.73,24.7,10.3,814.7,SUCCESS,FAIL,57,46,30,Samsung Health,HIGH,ERR-523,US-Central
6d82dcee-fbc2-409f-87de-e4597730347f,DVC-041,TS-1003,2026-06-02 11:54:48.314149,NETWORK_LOST,S24_U2_6.1,Verizon,LTE,CELL_109,-115.3,-9.3,7.5,161.6,23.4,3.12,42.2,6.2,943.7,SUCCESS,FAIL,94,18,16,Camera,HIGH,ERR-549,US-East
ce5f7b1b-cd75-4a4e-a779-e90644f89ce2,DVC-011,TS-1003,2026-06-11 12:58:48.314149,CALL_DROP,S24_U2_6.1,T-Mobile,LTE,CELL_112,-106.0,-11.1,2.8,130.3,37.3,6.19,24.1,17.5,1069.5,SUCCESS,FAIL,21,37,21,Phone,HIGH,ERR-845,US-East
8cccb723-c666-48e8-b95a-259cb32fa8fc,DVC-034,TS-1069,2026-05-19 16:33:48.314149,HANDOVER_FAILURE,S24_U2_6.1,T-Mobile,5G,CELL_104,-111.8,-9.7,3.1,220.7,57.1,5.11,55.8,2.1,1748.3,FAILED,FAIL,33,52,25,Camera,HIGH,ERR-181,US-East
5b016690-c5a7-4b74-bc45-9c0376a1f8b7,DVC-046,TS-1063,2026-06-14 13:23:48.314149,HANDOVER_FAILURE,S24_U1_6.1,T-Mobile,5G,CELL_116,-110.6,-9.2,10.6,242.3,25.8,4.25,19.6,15.4,1451.1,FAILED,FAIL,29,33,28,Camera,HIGH,ERR-549,US-Central
2ebbdbe2-78d8-434d-8691-38fef78e4637,DVC-010,TS-1100,2026-06-07 15:27:48.314149,HANDOVER_FAILURE,S24_U1_6.1,Verizon,NTN,CELL_119,-105.0,-14.6,9.3,177.1,22.2,2.58,74.7,13.5,1055.9,FAILED,FAIL,32,44,17,Camera,HIGH,ERR-930,US-West
e3f8ae24-9c23-4fc9-a034-7d8c5055fef7,DVC-039,TS-1045,2026-05-24 12:53:48.314149,CALL_DROP,S24_U2_6.1,T-Mobile,LTE,CELL_107,-112.7,-7.9,6.0,245.8,48.8,4.34,48.5,16.4,488.8,SUCCESS,FAIL,58,52,15,Messages,HIGH,ERR-514,US-Central
35e067b2-91a5-4ff6-a064-b2b651557cdd,DVC-028,TS-1060,2026-05-25 18:06:48.314149,HANDOVER_SUCCESS,S24_U2_6.1,Verizon,5G,CELL_120,-111.8,-14.1,8.6,217.8,37.7,7.01,17.6,13.5,2125.0,SUCCESS,FAIL,86,39,59,Settings,CRITICAL,ERR-569,US-East
84b8b5b9-8f57-47a9-bcf7-b4fe0b0f7a9f,DVC-033,TS-1049,2026-06-04 12:04:48.314149,LTE_ATTACH_SUCCESS,S24_U1_6.1,AT&T,LTE,CELL_113,-118.6,-4.9,8.9,259.1,37.1,3.48,46.3,12.4,100.0,SUCCESS,FAIL,40,12,20,Settings,CRITICAL,ERR-946,US-East
b71ff768-a82a-4def-a569-2b361436fc0f,DVC-010,TS-1050,2026-05-22 11:15:48.314149,CALL_DROP,S24_U2_6.1,AT&T,NTN,CELL_107,-112.0,-6.1,2.0,153.5,19.1,5.62,53.7,12.4,1397.4,SUCCESS,FAIL,72,12,77,Settings,CRITICAL,ERR-334,US-West
0be08e60-f3bf-4e74-b7a9-2429a40f2c96,DVC-014,TS-1046,2026-06-07 15:09:48.314149,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,NTN,CELL_119,-110.3,-13.6,5.1,249.0,46.5,2.79,19.8,8.1,1781.6,SUCCESS,FAIL,84,14,54,Phone,HIGH,ERR-541,US-East
f34c6140-2d78-4f88-9843-548ac9c6a1bd,DVC-019,TS-1052,2026-06-06 11:25:48.314149,HANDOVER_FAILURE,S24_U2_6.1,Verizon,NTN,CELL_117,-114.1,-15.7,2.8,136.5,44.5,3.1,72.2,6.3,1208.0,FAILED,FAIL,53,88,11,Messages,HIGH,ERR-237,US-East
f24b3bc0-3024-4aad-bec4-e2b2c1db6682,DVC-006,TS-1022,2026-06-14 11:12:48.314149,HANDOVER_FAILURE,S23_U5_6.0,AT&T,NTN,CELL_111,-107.1,-4.9,5.1,241.9,49.0,3.08,66.0,7.0,1049.7,FAILED,FAIL,26,78,41,Samsung Health,HIGH,ERR-503,US-East
0fde8d42-844c-4878-9f5d-254c5da6dcfb,DVC-003,TS-1021,2026-05-24 16:38:48.314149,NETWORK_LOST,S24_U1_6.1,T-Mobile,LTE,CELL_115,-117.5,-6.9,8.0,257.3,38.7,3.61,74.9,9.4,2375.9,SUCCESS,FAIL,89,15,13,Messages,HIGH,ERR-604,US-Central
76a3cc1e-be39-49a2-a593-e92a1f2a6710,DVC-035,TS-1051,2026-05-18 14:47:48.314149,5G_REGISTRATION_SUCCESS,S24_U1_6.1,Verizon,5G,CELL_119,-109.7,-6.3,2.2,185.0,38.5,5.36,65.1,7.0,1117.1,SUCCESS,FAIL,22,73,60,Phone,CRITICAL,ERR-419,US-West
4720820c-8fa0-492b-b636-8c80b26c34b0,DVC-018,TS-1092,2026-05-26 12:44:48.314149,NETWORK_LOST,S24_U2_6.1,Verizon,5G,CELL_101,-106.1,-5.7,3.2,134.7,32.3,6.79,64.0,17.1,2114.1,SUCCESS,FAIL,43,76,48,Settings,HIGH,ERR-464,US-Central
ad5a1086-dc69-49ae-92dc-f64e432a91ae,DVC-047,TS-1069,2026-06-09 17:44:48.314149,HANDOVER_FAILURE,S24_U2_6.1,Verizon,LTE,CELL_118,-110.0,-11.5,6.0,158.4,26.0,5.84,7.9,1.7,499.5,FAILED,FAIL,76,62,20,Phone,HIGH,ERR-410,US-Central
f9810375-5f77-42d3-bc8e-1baff976aeb8,DVC-017,TS-1001,2026-06-09 11:56:48.314149,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,LTE,CELL_110,-111.1,-9.2,6.0,225.5,22.4,6.43,53.4,4.1,1367.5,SUCCESS,FAIL,95,31,72,Samsung Health,HIGH,ERR-915,US-Central
f4217373-d7f6-4916-b50a-2f89e80cf998,DVC-022,TS-1064,2026-05-31 11:49:48.314149,5G_REGISTRATION_SUCCESS,S23_U5_6.0,Verizon,5G,CELL_106,-107.2,-9.0,10.4,177.2,21.7,4.58,71.7,15.9,1249.5,SUCCESS,FAIL,59,26,57,Settings,CRITICAL,ERR-469,US-West
31e85d0c-c92c-4e14-927f-b75c52cbf182,DVC-036,TS-1032,2026-06-05 12:28:48.314149,5G_REGISTRATION_SUCCESS,S24_U2_6.1,T-Mobile,5G,CELL_120,-112.5,-5.7,10.1,224.5,33.8,7.72,33.0,13.8,658.9,SUCCESS,FAIL,87,60,15,Messages,HIGH,ERR-719,US-East
8199c793-8d55-4db0-a5d6-a7544520dbb3,DVC-046,TS-1045,2026-05-24 11:42:48.314149,HANDOVER_FAILURE,S24_U1_6.1,AT&T,LTE,CELL_117,-104.2,-10.5,7.6,231.4,47.6,6.33,42.8,17.0,1370.9,FAILED,FAIL,48,40,45,Phone,HIGH,ERR-172,US-Central
9adab991-8438-4356-aeba-565cd342e914,DVC-012,TS-1086,2026-06-08 11:23:48.314149,CALL_DROP,S24_U1_6.1,Verizon,NTN,CELL_102,-115.7,-5.9,6.1,248.1,27.3,7.14,6.5,4.4,1627.6,SUCCESS,FAIL,76,75,64,Settings,CRITICAL,ERR-557,US-East
13504a4d-bc70-40e8-9005-621cf88c4ab3,DVC-022,TS-1055,2026-05-25 11:27:48.314149,HANDOVER_FAILURE,S23_U5_6.0,Verizon,5G,CELL_108,-118.2,-16.5,11.0,129.5,25.6,3.89,24.6,17.9,2365.7,FAILED,FAIL,39,88,50,Settings,HIGH,ERR-525,US-West
81436d3d-3c6e-467a-8a58-8676b290d74c,DVC-046,TS-1085,2026-06-16 12:57:48.314149,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_103,-108.6,-11.7,6.3,128.4,34.2,3.93,73.3,1.5,894.8,SUCCESS,FAIL,96,58,49,Camera,CRITICAL,ERR-843,US-Central
f87329cf-5aa1-4907-9977-d58235b2c521,DVC-004,TS-1038,2026-05-22 15:33:48.314149,LTE_ATTACH_SUCCESS,S24_U2_6.1,T-Mobile,LTE,CELL_104,-112.6,-12.4,7.6,255.0,37.9,5.13,28.3,1.0,1338.8,SUCCESS,FAIL,56,54,24,Messages,HIGH,ERR-562,US-Central
89afba11-a4b3-4c91-86a6-a6745cc841db,DVC-018,TS-1077,2026-06-05 11:57:48.314149,CALL_DROP,S24_U2_6.1,Verizon,LTE,CELL_112,-118.8,-5.3,5.3,155.3,46.3,3.92,21.0,6.2,794.2,SUCCESS,FAIL,99,55,52,Messages,HIGH,ERR-508,US-Central
187548e9-b2fe-43a2-a6c8-b40aabd4f548,DVC-043,TS-1049,2026-06-08 14:01:48.314149,HANDOVER_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_120,-118.4,-12.8,8.0,227.4,53.9,2.56,75.8,13.4,1174.4,SUCCESS,FAIL,41,67,17,Phone,CRITICAL,ERR-978,US-Central
b4ba0311-c6f2-421b-9309-a1c483587cb8,DVC-016,TS-1007,2026-05-23 13:02:48.314149,HANDOVER_FAILURE,S24_U1_6.1,AT&T,NTN,CELL_120,-110.8,-10.1,8.0,245.8,28.1,4.25,23.8,15.4,1250.4,FAILED,FAIL,53,78,10,Phone,CRITICAL,ERR-815,US-East
ff36148d-bea8-4d54-8daa-3dfad01324e6,DVC-028,TS-1100,2026-06-11 11:46:48.314149,HANDOVER_FAILURE,S23_U5_6.0,AT&T,NTN,CELL_103,-118.9,-10.9,3.5,181.5,37.5,3.11,37.3,8.8,922.8,FAILED,FAIL,63,62,25,Settings,CRITICAL,ERR-260,US-East
